"ty16_fed_prep_premier","ty16_state_prep_premier_mt","ty16_state_prep_premier_Co","ty16_state_prep_Expert_Assist_and_Review_Co","ty16_state_prep_del_mo","ty16_state_prep_del_nd","ty16_state_prep_del_ne","ty16_state_prep_del_nm","ty16_state_prep_del_oh","ty16_state_prep_del_or","ty16_state_prep_del_sc","ty16_state_prep_del_ks","ty16_state_prep_del_ky","ty16_state_prep_del_la","ty16_state_prep_del_ma","ty16_state_prep_del_md","ty16_state_prep_del_me","ty16_state_prep_del_al","ty16_state_prep_del_dc","ty16_state_prep_del_ga","ty16_state_prep_del_wv","ty16_state_prep_del_wi","ty16_state_prep_del_vt","ty16_state_prep_del_va","ty16_state_prep_del_ut","ty16_state_prep_del_ri","ty16_state_prep_del_pa","ty16_state_prep_del_mt","ty16_state_prep_del_ms","ty16_state_prep_free_Ct","ty16_state_prep_free_hi","ty16_state_prep_free_ia","ty16_state_prep_free_nh","ty16_easy_extension_se","GO_Pay_card_reader_free","ty16_MAXRT_FE","ty16_fed_prep_hb","ty16_fed_prep_ffa"||""||"1728300000"
"ty16_fed_prep_premier","ty16_state_prep_premier_mt","ty16_state_prep_premier_Co","ty16_state_prep_Expert_Assist_and_Review_Co","ty16_state_prep_del_mo","ty16_state_prep_del_nd","ty16_state_prep_del_ne","ty16_state_prep_del_nm","ty16_state_prep_del_oh","ty16_state_prep_del_or","ty16_state_prep_del_sc","ty16_state_prep_del_ks","ty16_state_prep_del_ky","ty16_state_prep_del_la","ty16_state_prep_del_ma","ty16_state_prep_del_md","ty16_state_prep_del_me","ty16_state_prep_del_al","ty16_state_prep_del_dc","ty16_state_prep_del_ga","ty16_state_prep_del_wv","ty16_state_prep_del_wi","ty16_state_prep_del_vt","ty16_state_prep_del_va","ty16_state_prep_del_ut","ty16_state_prep_del_ri","ty16_state_prep_del_pa","ty16_state_prep_del_mt","ty16_state_prep_del_ms","ty16_state_prep_free_Ct","ty16_state_prep_free_hi","ty16_state_prep_free_ia","ty16_state_prep_free_nh","ty16_easy_extension_se","GO_Pay_card_reader_free","ty16_MAXRT_FE","ty16_fed_prep_hb","ty16_fed_prep_ffa"||"ME"||"1875400000"
"ty16_fed_prep_premier","ty16_state_prep_premier_mt","ty16_state_prep_premier_Co","ty16_state_prep_Expert_Assist_and_Review_Co","ty16_state_prep_del_mo","ty16_state_prep_del_nd","ty16_state_prep_del_ne","ty16_state_prep_del_nm","ty16_state_prep_del_oh","ty16_state_prep_del_or","ty16_state_prep_del_sc","ty16_state_prep_del_ks","ty16_state_prep_del_ky","ty16_state_prep_del_la","ty16_state_prep_del_ma","ty16_state_prep_del_md","ty16_state_prep_del_me","ty16_state_prep_del_al","ty16_state_prep_del_dc","ty16_state_prep_del_ga","ty16_state_prep_del_wv","ty16_state_prep_del_wi","ty16_state_prep_del_vt","ty16_state_prep_del_va","ty16_state_prep_del_ut","ty16_state_prep_del_ri","ty16_state_prep_del_pa","ty16_state_prep_del_mt","ty16_state_prep_del_ms","ty16_state_prep_free_Ct","ty16_state_prep_free_hi","ty16_state_prep_free_ia","ty16_state_prep_free_nh","ty16_easy_extension_se","GO_Pay_card_reader_free","ty16_MAXRT_FE","ty16_fed_prep_hb","ty16_fed_prep_ffa"||"ME"||"3468337910"
"ty16_fed_prep_premier","ty16_state_prep_premier_mt","ty16_state_prep_premier_Co","ty16_state_prep_Expert_Assist_and_Review_Co","ty16_state_prep_del_mo","ty16_state_prep_del_nd","ty16_state_prep_del_ne","ty16_state_prep_del_nm","ty16_state_prep_del_oh","ty16_state_prep_del_or","ty16_state_prep_del_sc","ty16_state_prep_del_ks","ty16_state_prep_del_ky","ty16_state_prep_del_la","ty16_state_prep_del_ma","ty16_state_prep_del_md","ty16_state_prep_del_me","ty16_state_prep_del_al","ty16_state_prep_del_dc","ty16_state_prep_del_ga","ty16_state_prep_del_wv","ty16_state_prep_del_wi","ty16_state_prep_del_vt","ty16_state_prep_del_va","ty16_state_prep_del_ut","ty16_state_prep_del_ri","ty16_state_prep_del_pa","ty16_state_prep_del_mt","ty16_state_prep_del_ms","ty16_state_prep_free_Ct","ty16_state_prep_free_hi","ty16_state_prep_free_ia","ty16_state_prep_free_nh","ty16_easy_extension_se","GO_Pay_card_reader_free","ty16_MAXRT_FE","ty16_fed_prep_hb","ty16_fed_prep_ffa"||"NewPlus"||"1728300000"
"ty16_fed_prep_premier","ty16_state_prep_premier_mt","ty16_state_prep_premier_Co","ty16_state_prep_Expert_Assist_and_Review_Co","ty16_state_prep_del_mo","ty16_state_prep_del_nd","ty16_state_prep_del_ne","ty16_state_prep_del_nm","ty16_state_prep_del_oh","ty16_state_prep_del_or","ty16_state_prep_del_sc","ty16_state_prep_del_ks","ty16_state_prep_del_ky","ty16_state_prep_del_la","ty16_state_prep_del_ma","ty16_state_prep_del_md","ty16_state_prep_del_me","ty16_state_prep_del_al","ty16_state_prep_del_dc","ty16_state_prep_del_ga","ty16_state_prep_del_wv","ty16_state_prep_del_wi","ty16_state_prep_del_vt","ty16_state_prep_del_va","ty16_state_prep_del_ut","ty16_state_prep_del_ri","ty16_state_prep_del_pa","ty16_state_prep_del_mt","ty16_state_prep_del_ms","ty16_state_prep_free_Ct","ty16_state_prep_free_hi","ty16_state_prep_free_ia","ty16_state_prep_free_nh","ty16_easy_extension_se","GO_Pay_card_reader_free","ty16_MAXRT_FE","ty16_fed_prep_hb","ty16_fed_prep_ffa"||"NewPlus"||"1875400000"
"ty16_fed_prep_premier","ty16_state_prep_premier_mt","ty16_state_prep_premier_Co","ty16_state_prep_Expert_Assist_and_Review_Co","ty16_state_prep_del_mo","ty16_state_prep_del_ne","ty16_state_prep_del_me","ty16_state_prep_del_vt","ty16_state_prep_free_hi"||""||"3468337910"
"ty16_fed_prep_premier","ty16_state_prep_premier_mt","ty16_state_prep_premier_Co","ty16_state_prep_Expert_Assist_and_Review_Co","ty16_state_prep_del_mo","ty16_state_prep_del_ne","ty16_state_prep_del_me","ty16_state_prep_free_hi"||"NewPlus"||"1728300000"
"ty16_fed_prep_premier","ty16_state_prep_premier_mt","ty16_state_prep_premier_Co","ty16_state_prep_Expert_Assist_and_Review_Co","ty16_state_prep_del_mo","ty16_state_prep_del_ne","ty16_state_prep_del_ms","GO_Pay_card_reader_free","ty16_fed_prep_ffa"||""||"3468337910"
"ty16_fed_prep_premier","ty16_state_prep_premier_mt","ty16_state_prep_premier_Co","ty16_state_prep_Expert_Assist_and_Review_Co","ty16_state_prep_del_mo","ty16_state_prep_del_ne"||""||"3468342228"
"ty16_fed_prep_premier","ty16_state_prep_premier_mt","ty16_state_prep_premier_Co","ty16_state_prep_del_mo","ty16_state_prep_del_nd","ty16_state_prep_del_ne","ty16_state_prep_del_nm","ty16_state_prep_del_oh","ty16_state_prep_del_or","ty16_state_prep_del_sc","ty16_state_prep_del_ks","ty16_state_prep_del_ky","ty16_state_prep_del_la","ty16_state_prep_del_ma","ty16_state_prep_del_md","ty16_state_prep_del_me","ty16_state_prep_del_al","ty16_state_prep_del_dc","ty16_state_prep_del_ga","ty16_state_prep_del_wv","ty16_state_prep_del_wi","ty16_state_prep_del_vt","ty16_state_prep_del_va","ty16_state_prep_del_ut","ty16_state_prep_del_ri","ty16_state_prep_del_pa","ty16_state_prep_del_mt","ty16_state_prep_del_ms","ty16_state_prep_free_Ct","ty16_state_prep_free_hi","ty16_state_prep_free_ia","ty16_state_prep_free_nh","ty16_easy_extension_se","GO_Pay_card_reader_free","ty16_MAXRT_FE","ty16_fed_prep_hb","ty16_fed_prep_ffa"||"null"||"1728300000"
